GeneSymbol,Description,NormalizedCounts m01 ,NormalizedCounts m02,NormalizedCounts m03,NormalizedCounts m04,NormalizedCounts m05,NormalizedCounts m06,NormalizedCounts m07,NormalizedCounts m08,NormalizedCounts m09,NormalizedCounts m10,NormalizedCounts v01,NormalizedCounts v02,NormalizedCounts v03,NormalizedCounts v04,NormalizedCounts v05,NormalizedCounts v06,NormalizedCounts v07,NormalizedCounts v08,NormalizedCounts v09,NormalizedCounts v10
TGM5,transglutaminase 5,0.00,0.00,4.50,0.00,0.72,0.00,0.00,0.00,0.00,0.00,2.58,1.73,0.00,0.00,0.00,1.16,0.00,2.78,0.00,0.00
TGM6,transglutaminase 6,0.00,0.00,3.60,0.00,0.00,0.00,0.00,0.00,2.11,0.00,0.00,0.86,1.37,0.00,0.00,0.00,0.00,1.85,0.00,0.00
TGOLN2,trans-golgi network protein 2,3584.98,2764.60,3742.24,3481.35,3394.25,3662.97,3182.37,3042.12,3381.00,2891.95,3290.91,2808.13,3686.98,3295.24,3185.44,3630.56,3251.39,3302.24,3434.71,3972.49
TGS1,trimethylguanosine synthase 1,771.23,648.22,727.38,713.59,651.06,615.15,720.18,813.96,672.19,713.81,788.13,720.19,731.93,609.47,677.83,751.39,769.14,759.56,630.55,837.50
THADA,"THADA, armadillo repeat containing",1651.51,1389.81,1687.92,1663.94,1381.62,1401.78,1574.42,1453.91,1396.09,1444.89,1681.12,1372.08,1926.79,1470.92,1333.44,1619.90,1649.78,1492.26,1545.44,1902.15
THAP1,THAP domain containing 1,162.11,157.76,173.74,231.29,168.32,153.54,160.22,177.51,186.78,221.38,145.25,186.75,152.94,188.47,188.90,154.22,201.35,192.67,154.66,150.85
THAP10,THAP domain containing 10,0.00,4.29,0.90,0.00,0.00,0.00,0.00,0.00,2.11,0.00,0.00,2.59,0.00,2.05,0.00,0.00,0.54,0.93,1.19,3.47
THAP11,THAP domain containing 11,659.23,760.91,683.27,742.09,686.87,725.81,591.02,711.19,662.69,605.82,707.34,724.51,572.17,897.30,829.70,714.29,558.59,755.86,668.62,547.93
THAP2,THAP domain containing 2,290.81,261.86,315.08,231.29,248.53,248.25,200.28,227.72,240.60,264.57,309.41,310.38,344.12,306.27,319.47,273.65,220.30,273.26,265.31,246.22
THAP3,THAP domain containing 3,273.12,344.50,292.57,281.71,299.39,309.07,301.64,338.66,255.37,295.89,298.24,335.45,279.94,393.34,388.92,246.99,316.10,375.15,364.05,272.23
THAP4,THAP domain containing 4,402.81,422.85,346.59,371.59,374.59,383.84,436.52,436.76,357.73,370.40,320.58,445.25,315.44,462.99,407.44,322.36,400.54,348.29,373.57,291.30
THAP5,THAP domain containing 5,373.33,397.09,424.01,464.76,351.67,365.90,329.44,428.58,437.93,332.61,424.58,411.54,391.91,391.29,374.10,435.99,448.17,416.83,362.86,374.53
THAP6,THAP domain containing 6,179.79,206.06,240.36,229.09,240.66,227.32,246.05,221.88,222.66,172.78,207.99,209.23,252.63,189.50,221.31,253.94,204.06,219.53,223.67,232.35
THAP7,THAP domain containing 7,462.74,602.07,486.12,568.90,490.62,422.73,339.25,491.64,386.22,388.76,564.67,633.73,531.20,665.81,648.20,402.37,347.49,553.00,478.27,346.79
THAP8,THAP domain containing 8,76.63,52.59,51.31,53.71,62.31,52.84,87.47,57.22,83.36,53.99,48.99,64.84,64.18,66.58,62.97,71.89,62.25,64.84,67.81,41.61
THAP9,THAP domain containing 9,68.77,81.56,143.14,104.13,60.88,70.79,49.86,59.56,77.03,75.59,107.43,109.80,142.02,63.51,87.04,78.85,93.64,88.92,74.95,110.97
THBD,thrombomodulin,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00
THBS1,thrombospondin 1,52.07,98.74,28.81,43.85,104.57,71.78,60.49,82.91,96.03,38.88,62.74,119.31,15.02,40.97,95.38,80.01,65.49,44.46,90.42,38.15
THBS2,thrombospondin 2,2.95,1.07,1.80,5.48,2.86,0.00,0.00,1.17,2.11,3.24,2.58,0.00,4.10,1.02,3.70,0.00,0.54,6.48,0.00,5.20
THBS3,thrombospondin 3,349.75,444.31,342.99,289.38,399.66,362.91,289.38,307.13,272.25,279.69,352.38,414.13,415.13,361.58,424.11,371.06,296.07,308.46,296.24,327.72
THBS4,thrombospondin 4,145.40,133.08,219.66,144.69,106.00,106.68,103.82,184.51,148.79,122.03,177.05,152.16,264.92,163.89,125.01,107.84,138.02,177.85,108.26,232.35
THEGL,theg spermatid protein like,0.00,0.00,0.00,0.00,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,0.00,0.00,1.16,0.00,0.00,0.00,0.00
THEM4,thioesterase superfamily member 4,687.72,793.11,869.62,600.69,701.20,603.18,416.09,568.72,730.23,596.10,642.02,830.85,865.76,721.12,563.93,620.36,476.86,506.68,792.35,709.19
THEM5,thioesterase superfamily member 5,68.77,47.22,58.51,41.65,73.06,94.71,74.39,36.20,73.87,47.52,48.99,39.77,68.28,55.31,72.23,90.45,45.47,41.68,66.62,36.41
THEM6,thioesterase superfamily member 6,230.88,262.94,339.38,214.84,257.13,339.98,386.66,256.92,239.54,255.93,246.67,304.33,327.73,343.15,296.32,274.81,328.55,269.55,262.93,232.35
THEMIS2,thymocyte selection associated family member 2,840.98,657.88,432.11,530.53,832.98,393.81,545.24,352.68,655.31,548.58,875.80,592.23,365.97,709.85,951.93,342.07,545.60,360.33,682.90,617.29
THG1L,tRNA-histidine guanylyltransferase 1 like,166.04,209.28,181.85,173.19,192.67,192.42,188.02,155.32,176.23,134.99,162.44,198.85,165.23,153.65,195.39,164.66,194.86,159.32,167.75,150.85
THNSL1,threonine synthase like 1,135.58,99.81,164.74,132.63,118.90,84.74,91.56,151.81,123.46,99.35,120.33,106.34,176.16,98.33,139.83,124.07,131.53,157.47,135.63,140.45
THNSL2,threonine synthase like 2,48.14,4.29,27.91,5.48,2.15,3.99,10.63,9.34,11.61,6.48,46.41,9.51,32.77,8.19,1.85,3.48,5.41,3.71,3.57,5.20
THOC1,THO complex 1,555.09,583.83,594.15,517.38,455.53,498.50,429.98,543.03,466.42,532.39,628.27,637.19,689.60,489.62,494.48,533.40,543.43,601.17,487.78,643.30
THOC2,THO complex 2,1642.67,1527.19,1885.07,1568.58,1489.06,1565.29,1360.25,1541.49,1559.65,1559.36,1810.04,1702.34,2081.10,1427.90,1576.98,1731.21,1595.65,1543.21,1591.84,1820.65
THOC3,THO complex 3,234.81,210.35,194.45,211.56,132.50,274.17,162.67,182.18,155.12,178.18,226.04,203.17,206.20,301.15,142.60,274.81,185.11,176.00,193.92,171.66
THOC5,THO complex 5,629.75,574.17,559.94,521.76,573.71,500.49,568.13,529.01,536.06,591.78,572.41,493.67,553.05,562.35,568.56,565.86,552.09,595.61,559.17,584.34
THOC6,THO complex 6,245.61,318.75,246.66,281.71,255.70,310.07,326.17,336.33,257.48,321.81,233.78,311.25,281.30,300.13,300.02,204.08,250.07,314.01,312.90,234.08
THOC7,THO complex 7,233.82,182.45,180.05,235.67,214.16,251.24,333.52,246.41,243.76,289.41,250.97,229.98,142.02,151.60,173.16,230.75,312.85,190.82,197.49,190.73
THOP1,thimet oligopeptidase 1,282.95,287.62,243.96,281.71,315.14,326.02,363.77,277.94,307.08,425.48,287.06,280.99,223.95,341.10,321.32,272.50,267.39,261.22,287.91,282.63
THPO,thrombopoietin,0.98,4.29,0.00,1.10,2.86,0.00,0.82,2.34,5.28,1.08,5.16,0.86,0.00,1.02,2.78,2.32,4.33,1.85,3.57,0.00
THRA,"thyroid hormone receptor, alpha",416.56,486.17,595.95,557.94,472.72,471.58,323.71,490.48,387.27,444.92,420.28,533.44,596.74,728.29,570.42,514.84,389.71,535.40,461.61,584.34
THRAP3,thyroid hormone receptor associated protein 3,2753.82,2436.20,2801.50,2541.95,2771.12,2874.34,2997.62,2831.91,2867.09,3196.48,2830.23,2470.08,2462.09,2648.89,2665.95,2781.77,2775.62,2648.28,2855.32,2573.19
THRB,thyroid hormone receptor beta,8.84,8.59,6.30,4.38,10.74,3.99,0.00,2.34,2.11,3.24,3.44,10.37,10.92,7.17,5.56,5.80,2.17,2.78,7.14,12.14
THRSP,thyroid hormone responsive,0.98,10.73,13.50,5.48,6.45,2.99,4.90,2.34,4.22,7.56,3.44,6.05,5.46,4.10,10.19,5.80,4.33,5.56,5.95,10.40
THSD1,thrombospondin type 1 domain containing 1,17.68,17.17,9.00,14.25,12.18,13.96,13.90,14.01,12.66,8.64,5.16,13.83,15.02,12.29,24.08,9.28,12.99,26.86,13.09,31.21
THSD4,thrombospondin type 1 domain containing 4,0.00,0.00,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,0.00,0.00,0.00,0.00,0.93,0.00,0.00
THSD7A,thrombospondin type 1 domain containing 7A,0.00,0.00,0.00,1.10,3.58,0.00,1.63,1.17,3.17,2.16,2.58,0.00,9.56,0.00,0.00,2.32,0.54,3.71,0.00,0.00
THTPA,thiamine triphosphatase,676.91,830.67,699.48,673.03,714.81,625.12,539.52,676.16,561.39,588.54,658.35,704.63,828.89,897.30,801.92,667.90,538.02,784.57,676.95,698.78
THUMPD1,THUMP domain containing 1,1469.75,1560.46,1611.40,1411.83,1258.43,1235.28,1271.97,1480.77,1329.61,1523.73,1761.05,1882.17,1601.79,1262.99,1263.99,1414.66,1381.31,1448.72,1387.21,1612.58
THUMPD2,THUMP domain containing 2,134.60,185.67,169.24,167.71,133.22,152.54,131.61,117.95,137.18,147.95,162.44,178.97,148.84,125.99,131.49,157.70,140.73,125.05,95.18,154.32
THUMPD3,THUMP domain containing 3,665.12,716.91,674.27,553.55,663.95,517.44,640.89,671.48,648.97,612.30,553.50,700.30,674.58,518.31,629.68,571.66,727.46,654.89,599.62,688.38
THY1,Thy-1 cell surface antigen,0.00,2.15,0.00,7.67,5.73,0.00,16.35,0.00,3.17,15.12,0.00,0.00,0.00,8.19,0.93,0.00,13.53,0.93,0.00,6.94
THYN1,thymocyte nuclear protein 1,440.14,412.11,390.70,533.82,388.92,417.74,519.09,463.62,465.36,492.43,429.74,416.72,376.89,461.97,495.41,426.72,566.17,510.39,430.68,360.66
TIA1,TIA1 cytotoxic granule associated RNA binding protein,1625.96,1511.09,1535.78,1580.64,1462.56,1596.19,1370.06,1418.88,1381.31,1187.88,1794.57,1395.42,1731.52,1486.29,1565.86,1720.78,1594.57,1359.80,1389.59,1380.23
TIAF1,TGFB1-induced anti-apoptotic factor 1,139.51,140.59,153.04,127.15,118.90,150.55,120.17,101.60,127.68,109.07,149.55,132.28,142.02,128.04,74.08,155.38,131.53,105.60,115.40,175.13
TIAL1,TIA1 cytotoxic granule associated RNA binding protein like 1,1111.16,944.43,1281.02,1092.85,1077.22,1092.71,801.93,986.79,1003.54,809.92,1053.71,942.38,1474.79,1004.86,1046.38,1077.23,917.45,1021.70,905.37,1151.35
TIAM1,T cell lymphoma invasion and metastasis 1,2022.88,1651.68,2353.19,2370.95,1662.39,1793.60,1841.73,2096.20,1802.35,2484.83,2201.10,1721.36,2548.11,2346.72,1754.77,1994.43,1794.84,2266.64,1830.97,2413.66
TIAM2,T cell lymphoma invasion and metastasis 2,201.40,111.61,149.44,169.90,138.23,174.47,202.73,154.15,245.87,197.62,203.69,95.10,191.18,174.13,100.01,164.66,211.09,163.03,134.44,242.75
TICAM1,toll like receptor adaptor molecule 1,133.61,153.47,127.83,128.25,143.96,174.47,152.05,107.44,132.96,113.39,105.71,136.60,105.15,167.99,139.83,112.48,106.09,126.90,132.06,100.57
TICAM2,toll like receptor adaptor molecule 2,2.95,1.07,5.40,0.00,1.43,4.98,4.09,5.84,6.33,5.40,3.44,1.73,6.83,1.02,1.85,4.64,1.62,2.78,1.19,8.67
TICRR,TOPBP1 interacting checkpoint and replication regulator,31.44,12.88,18.00,31.79,45.84,54.83,134.06,29.19,54.87,110.15,18.91,8.65,15.02,17.41,23.15,47.54,70.91,16.67,60.68,29.48
TIE1,tyrosine kinase with immunoglobulin like and EGF like domains 1,1.96,2.15,7.20,10.96,5.01,3.99,9.81,8.17,2.11,9.72,6.02,7.78,1.37,4.10,3.70,3.48,5.95,2.78,2.38,5.20
TIFA,TRAF interacting protein with forkhead associated domain,216.14,225.38,236.76,303.63,289.36,325.02,315.54,318.81,436.87,314.25,231.20,261.10,213.03,270.42,294.47,285.25,288.50,312.16,374.76,227.15
TIFAB,TIFA inhibitor,0.98,0.00,0.00,0.00,0.00,1.99,0.82,0.00,2.11,5.40,0.00,0.00,0.00,0.00,0.00,1.16,1.08,0.00,0.00,0.00
TIGD1,tigger transposable element derived 1,221.05,277.96,261.97,281.71,206.28,209.37,187.20,213.71,166.73,208.42,277.61,262.83,334.56,310.37,202.79,224.95,245.74,231.57,174.89,275.70
TIGD2,tigger transposable element derived 2,80.56,96.59,99.93,98.65,85.23,95.71,114.44,103.93,104.47,84.23,89.38,89.05,92.86,80.92,91.67,86.97,114.21,88.92,95.18,95.37
TIGD3,tigger transposable element derived 3,11.79,23.61,11.70,10.96,19.34,11.96,7.36,7.01,1.06,3.24,14.61,7.78,10.92,26.63,14.82,12.76,6.50,9.26,9.52,1.73
TIGD4,tigger transposable element derived 4,7.86,4.29,4.50,2.19,3.58,4.98,1.63,0.00,2.11,2.16,4.30,1.73,6.83,0.00,2.78,8.12,2.71,4.63,1.19,0.00
TIGD5,tigger transposable element derived 5,193.54,257.57,171.94,202.79,234.93,276.17,214.17,213.71,235.32,188.98,201.98,212.68,169.33,289.88,286.13,197.12,187.28,236.21,223.67,213.28
TIGD6,tigger transposable element derived 6,149.33,169.57,162.04,158.94,177.63,150.55,171.67,157.65,170.95,145.79,121.19,184.15,128.36,204.86,182.42,128.71,147.22,194.52,195.11,162.99
TIGD7,tigger transposable element derived 7,203.37,292.99,207.05,226.90,257.85,175.47,174.94,199.69,201.55,145.79,193.38,259.37,264.92,231.50,226.87,197.12,194.86,180.63,234.37,161.26
TIGIT,T cell immunoreceptor with Ig and ITIM domains,491.23,756.62,353.79,1359.22,1092.26,808.57,1450.99,622.44,972.93,942.75,455.52,711.54,296.32,1019.20,844.51,659.79,1303.37,579.86,918.46,785.48
TIMD4,T cell immunoglobulin and mucin domain containing 4,26.53,40.78,84.62,33.98,47.99,34.89,19.62,53.72,31.66,33.48,35.24,38.04,95.59,77.85,34.26,38.27,33.56,29.64,24.98,81.50
TIMELESS,timeless circadian regulator,250.53,202.84,222.36,200.59,338.06,334.99,293.47,193.85,295.47,363.92,260.42,191.93,221.22,161.84,237.98,246.99,212.72,150.99,251.03,164.73
TIMM10,translocase of inner mitochondrial membrane 10,115.93,83.71,99.02,98.65,106.72,108.67,87.47,80.58,105.52,104.75,104.00,80.41,87.40,90.14,87.04,81.17,71.99,90.78,85.66,71.09
TIMM10B,translocase of inner mitochondrial membrane 10B,820.35,871.45,1085.67,982.14,766.37,744.76,653.15,799.94,776.66,597.18,819.93,907.80,1355.99,917.79,725.06,939.24,665.76,814.21,784.02,958.88
TIMM13,translocase of inner mitochondrial membrane 13,157.19,163.13,225.96,135.92,196.97,221.33,239.52,155.32,208.94,198.70,158.14,137.47,189.81,174.13,188.90,154.22,189.44,210.27,174.89,154.32
TIMM17A,translocase of inner mitochondrial membrane 17A,228.91,198.54,203.45,211.56,231.34,234.29,286.11,198.53,207.88,221.38,239.79,236.89,200.74,174.13,208.35,182.05,256.56,223.24,220.10,149.12
TIMM17B,translocase of inner mitochondrial membrane 17B,207.30,214.64,182.75,211.56,258.56,266.20,301.64,246.41,296.52,261.33,175.33,209.23,178.89,288.86,253.72,240.03,238.16,198.23,240.32,143.92
TIMM21,translocase of inner mitochondrial membrane 21,154.25,67.61,92.72,142.50,127.49,101.69,126.71,155.32,123.46,150.10,110.01,94.24,118.80,120.87,118.53,107.84,136.94,132.46,115.40,128.31
TIMM22,translocase of inner mitochondrial membrane 22,230.88,271.52,315.98,261.98,242.09,213.36,251.78,221.88,206.83,277.53,220.88,247.27,275.84,292.96,261.13,237.71,261.43,226.94,262.93,287.84
TIMM23,translocase of inner mitochondrial membrane 23,253.47,271.52,234.06,261.98,241.37,276.17,346.60,272.10,273.31,309.93,271.59,292.23,221.22,262.23,248.17,249.30,325.30,248.25,256.98,277.43
TIMM23B,translocase of inner mitochondrial membrane 23 homolog B,168.00,180.30,227.76,184.15,146.11,147.56,141.42,172.83,191.00,207.34,155.56,202.31,241.70,183.35,148.16,176.25,158.59,166.73,140.39,242.75
TIMM44,translocase of inner mitochondrial membrane 44,327.16,347.72,309.68,224.71,301.54,281.15,275.48,277.94,307.08,362.84,287.06,335.45,331.83,357.49,311.14,231.91,274.42,325.13,322.41,364.13
TIMM50,translocase of inner mitochondrial membrane 50,168.98,180.30,148.54,167.71,166.17,161.51,190.47,163.49,191.00,217.06,179.63,147.84,148.84,156.72,184.27,146.10,159.67,187.11,205.82,154.32
TIMM8A,translocase of inner mitochondrial membrane 8A,57.96,54.73,54.91,27.40,51.57,54.83,58.04,42.04,47.49,51.83,62.74,51.01,68.28,58.39,43.52,54.50,62.79,37.05,47.59,48.55
TIMM9,translocase of inner mitochondrial membrane 9,132.63,155.62,121.53,145.79,118.90,130.61,123.44,137.80,155.12,144.71,157.28,176.37,121.53,110.63,112.05,111.32,167.25,113.01,147.52,98.84
TIMMDC1,translocase of inner mitochondrial membrane domain containing 1,316.35,317.67,304.28,327.75,353.11,388.83,481.48,348.00,411.54,371.48,317.14,271.48,299.06,333.93,332.43,358.30,449.79,337.17,379.52,322.52
TIMP1,TIMP metallopeptidase inhibitor 1,251.51,181.37,189.95,90.98,258.56,143.57,277.12,154.15,159.34,132.83,199.40,182.42,185.71,146.48,266.69,106.68,218.13,185.26,174.89,79.76
TIMP2,TIMP metallopeptidase inhibitor 2,47.16,79.42,102.63,59.19,73.06,38.88,48.23,67.73,78.09,119.87,40.40,80.41,120.17,58.39,69.45,51.02,59.00,72.25,65.43,175.13
TIMP3,TIMP metallopeptidase inhibitor 3,0.98,0.00,0.00,4.38,5.01,1.99,0.82,7.01,0.00,0.00,1.72,0.00,0.00,0.00,0.00,1.16,1.62,0.00,2.38,0.00
TINAGL1,tubulointerstitial nephritis antigen like 1,0.00,1.07,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00,1.72,0.00,1.37,1.02,0.00,0.00,0.00,0.93,0.00,3.47
TINF2,TERF1 interacting nuclear factor 2,1369.54,1365.13,1329.63,1167.39,1204.00,1214.34,1234.36,1326.62,1193.48,1225.68,1441.33,1391.10,1282.25,1388.98,1334.36,1181.59,1133.41,1221.78,1274.19,1102.79
TIPARP,TCDD inducible poly(ADP-ribose) polymerase,949.05,2298.83,1804.95,1130.12,1080.09,1237.27,1012.83,1108.24,845.25,829.36,1008.16,2362.01,1625.00,1067.34,909.33,1130.57,849.25,854.97,786.40,731.73
TIPIN,TIMELESS interacting protein,85.47,72.98,81.92,57.00,62.31,70.79,72.75,52.55,80.20,100.43,73.91,87.32,65.55,75.80,62.04,73.05,87.14,77.81,70.19,53.75
TIPRL,TOR signaling pathway regulator,433.26,418.55,427.61,451.61,441.20,405.78,564.05,457.78,460.09,494.59,469.27,379.55,435.61,319.59,345.40,459.18,576.99,400.16,425.92,393.61
TIRAP,TIR domain containing adaptor protein,145.40,155.62,132.33,152.36,197.68,202.39,140.60,140.14,181.50,96.11,120.33,139.20,158.40,180.28,187.05,146.10,139.11,146.35,190.35,152.59
TJAP1,tight junction associated protein 1,389.05,424.99,361.89,393.51,439.05,351.94,396.47,374.86,393.61,423.32,436.61,361.39,406.93,552.11,388.92,379.17,356.69,432.58,435.44,374.53
TJP1,tight junction protein 1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,0.00,1.85,0.00,0.00,0.00,1.19,0.00
TJP2,tight junction protein 2,139.51,203.91,88.22,175.38,242.80,129.61,412.82,131.96,233.21,361.76,158.14,162.54,110.61,145.45,174.09,115.96,289.58,105.60,247.46,232.35
TJP3,tight junction protein 3,354.67,332.70,212.45,292.67,346.66,251.24,187.20,289.61,164.62,159.82,374.73,338.91,275.84,365.68,447.26,224.95,167.79,323.28,180.84,166.46
TK1,thymidine kinase 1,51.09,50.44,33.31,88.79,114.60,122.63,237.88,68.90,165.67,170.62,42.11,41.50,15.02,68.63,41.67,66.09,120.70,29.64,114.21,32.95
TK2,"thymidine kinase 2, mitochondrial",128.70,90.15,121.53,140.31,148.26,173.48,262.40,108.61,161.45,105.83,134.94,120.18,110.61,122.92,164.83,141.47,175.37,110.23,147.52,105.77
TKT,transketolase,1224.14,1440.26,1075.77,1335.10,1334.35,1339.97,1822.93,1284.58,1236.74,1454.61,1061.45,1441.24,950.42,1397.17,1354.74,1096.94,1376.44,1266.24,1199.23,998.76
TKTL1,transketolase like 1,32.42,9.66,26.11,9.87,20.77,16.95,41.69,11.68,7.39,10.80,32.66,14.70,28.68,9.22,24.08,17.39,51.42,16.67,16.66,22.54
TLCD1,TLC domain containing 1,41.26,57.95,63.92,38.36,30.08,19.94,45.78,47.88,50.65,55.07,27.50,73.49,73.74,64.53,42.60,38.27,34.10,76.88,58.30,78.03
TLCD2,TLC domain containing 2,18.67,24.68,11.70,15.35,47.99,28.91,36.79,17.52,23.22,19.44,18.91,14.70,6.83,19.46,38.89,17.39,20.57,25.01,34.50,3.47
TLDC1,TBC/LysM-associated domain containing 1,155.23,172.79,167.44,234.57,205.56,230.31,212.54,163.49,254.31,212.74,182.21,164.27,191.18,259.15,193.53,224.95,215.42,165.81,227.24,190.73
TLDC2,TBC/LysM-associated domain containing 2,571.79,474.36,511.33,404.48,477.01,438.68,351.51,416.90,505.46,410.36,607.65,409.81,671.85,412.80,444.48,448.75,423.81,389.97,466.37,537.53
TLE1,transducin like enhancer of split 1,18.67,26.83,19.80,9.87,37.24,22.93,9.81,31.53,9.50,14.04,19.77,28.53,16.39,15.36,25.00,13.91,12.99,17.60,10.71,8.67
TLE2,transducin like enhancer of split 2,168.00,207.13,257.46,169.90,161.87,156.53,52.32,155.32,103.41,137.15,152.99,207.50,279.94,214.08,233.35,119.43,81.73,190.82,89.23,173.40
TLE3,transducin like enhancer of split 3,1188.77,1242.78,1160.39,1033.66,1205.43,1315.04,1109.29,1165.46,1190.31,1138.21,1159.43,1308.10,1063.76,1239.43,1154.72,1229.13,913.12,1061.53,1218.27,1012.63
TLE4,transducin like enhancer of split 4,760.42,900.43,819.21,813.34,802.90,816.54,701.38,893.37,678.52,899.55,788.99,876.68,884.88,826.63,826.92,746.75,737.21,843.85,704.31,860.04
TLE6,transducin like enhancer of split 6,1.96,2.15,2.70,0.00,1.43,0.00,4.90,1.17,2.11,1.08,0.00,0.86,0.00,0.00,0.00,1.16,5.41,0.00,0.00,3.47
TLK1,tousled like kinase 1,1438.32,1379.08,1910.28,1387.72,1183.94,1403.77,1227.82,1128.09,1376.04,1200.84,1267.72,1354.78,2048.32,1159.53,917.66,1517.86,1414.87,1092.10,1425.28,2302.69
TLK2,tousled like kinase 2,664.14,723.35,762.49,728.93,715.52,697.90,616.36,686.67,601.49,663.05,697.03,755.64,775.63,750.83,712.09,702.69,697.15,701.20,643.64,806.29
TLL1,tolloid like 1,0.00,3.22,0.00,0.00,0.00,0.00,0.00,0.00,4.22,0.00,0.00,2.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TLL2,tolloid like 2,1.96,2.15,0.00,0.00,2.86,2.99,1.63,0.00,2.11,6.48,0.00,0.86,2.73,1.02,2.78,1.16,2.17,3.71,2.38,0.00
TLN1,talin 1,7662.18,6033.62,6709.38,6972.56,8445.88,9438.58,9247.09,7038.32,8670.93,7276.31,7057.11,5983.70,5507.26,7594.31,7561.71,7323.75,7488.43,6410.88,8247.11,6571.69
TLN2,talin 2,2.95,6.44,19.80,6.58,21.49,11.96,22.07,9.34,13.72,27.00,12.89,12.97,17.75,24.58,12.96,13.91,14.61,12.97,9.52,13.87
TLR1,toll like receptor 1,111.02,127.71,81.92,103.04,100.27,99.70,120.98,126.12,140.35,125.27,98.84,137.47,103.78,111.65,108.34,121.75,142.89,155.62,111.83,133.51
TLR10,toll like receptor 10,6.88,3.22,3.60,0.00,4.30,2.99,0.82,1.17,6.33,5.40,2.58,0.86,6.83,2.05,3.70,6.96,6.50,2.78,7.14,5.20
TLR2,toll like receptor 2,81.54,54.73,83.72,41.65,50.85,41.87,58.04,119.12,42.21,46.44,79.07,45.82,107.88,53.26,45.37,40.58,87.69,112.08,47.59,48.55
TLR3,toll like receptor 3,31.44,12.88,4.50,14.25,15.04,20.94,4.90,18.68,30.60,11.88,14.61,19.89,10.92,17.41,21.30,9.28,8.12,25.01,36.88,17.34
TLR4,toll like receptor 4,0.00,1.07,0.00,0.00,2.15,0.00,10.63,0.00,7.39,5.40,6.02,3.46,0.00,0.00,0.93,3.48,10.83,2.78,9.52,0.00
TLR5,toll like receptor 5,24.56,40.78,62.12,35.08,22.20,23.93,27.79,26.86,29.55,22.68,38.68,39.77,62.82,27.66,26.85,20.87,32.48,22.23,24.98,24.28
TLR6,toll like receptor 6,44.21,25.76,42.31,51.52,75.92,17.95,40.87,17.52,64.37,11.88,30.08,31.12,25.95,46.09,32.41,32.47,49.80,35.20,78.52,26.01
TLR7,toll like receptor 7,2.95,1.07,1.80,2.19,0.72,1.99,0.82,2.34,6.33,1.08,0.00,3.46,0.00,0.00,0.00,1.16,1.08,1.85,2.38,3.47
TLR8,toll like receptor 8,0.98,2.15,0.00,0.00,0.00,2.99,0.00,1.17,2.11,3.24,4.30,6.92,5.46,5.12,7.41,0.00,0.54,0.00,3.57,5.20
TLR9,toll like receptor 9,70.74,66.54,96.32,65.77,75.20,75.77,78.48,95.76,68.59,78.83,71.34,66.57,106.51,128.04,54.63,54.50,73.61,75.96,78.52,104.04
TLX2,T cell leukemia homeobox 2,2.95,8.59,0.90,7.67,11.46,4.98,8.17,2.34,2.11,6.48,0.00,2.59,2.73,1.02,4.63,0.00,4.87,1.85,1.19,1.73
TM2D1,TM2 domain containing 1,158.18,137.37,156.64,152.36,147.55,188.43,156.13,158.82,157.23,158.74,140.09,168.59,188.45,156.72,209.28,190.17,162.92,125.98,178.46,197.67
TM2D2,TM2 domain containing 2,204.35,212.50,207.95,222.52,272.89,211.36,238.70,185.68,204.72,224.62,207.13,202.31,192.54,185.40,233.35,222.63,276.05,196.37,233.18,145.65
TM2D3,TM2 domain containing 3,274.11,364.89,384.40,306.92,296.52,393.81,340.06,324.65,279.64,321.81,295.66,408.08,415.13,291.93,299.10,354.82,325.84,294.56,302.19,353.73
TM4SF1,transmembrane 4 L six family member 1,0.00,0.00,0.00,0.00,0.00,4.98,0.00,0.00,0.00,1.08,0.00,0.00,0.00,0.00,0.93,0.00,0.00,0.00,0.00,1.73
TM4SF19,transmembrane 4 L six family member 19,5.89,7.51,9.00,13.15,13.61,18.94,4.09,5.84,8.44,0.00,11.17,8.65,15.02,5.12,13.89,5.80,7.58,6.48,10.71,3.47
TM4SF20,transmembrane 4 L six family member 20,4.91,7.51,5.40,6.58,5.01,2.99,11.44,7.01,9.50,6.48,6.88,4.32,8.19,2.05,1.85,10.44,5.95,15.75,23.79,12.14
TM4SF4,transmembrane 4 L six family member 4,0.00,1.07,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.00,0.00
TM6SF1,transmembrane 6 superfamily member 1,4.91,13.95,9.00,3.29,14.32,13.96,13.90,14.01,17.94,4.32,6.88,11.24,10.92,4.10,2.78,17.39,11.91,6.48,22.60,5.20
